BDL;(41.9388735, -72.68603139999999)
ORH;(42.2680094, -71.8763371)
WRL;(32.204304, -95.34910409999999)
WRG;(33.0123022, -96.8548466)
YKM;(46.5699453, -120.539849)
YAK;(40.746585, -73.892798)
COD;(41.8411961, -88.0729753)
YNG;(26.7109281, -80.0533754)
YUM;(36.0870056, -95.9029328)
YXX;(49.0238799, -122.3642007)
AKV;(40.5648695, -79.7587441)
XLY;(43.6447095, -79.41011259999999)
